Applicant_ID,Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount_Requested,Default
9,27,68694,561,3,5000,Yes
3,37,84002,624,13,15621,No
14,21,47293,560,3,5000,Yes
41,28,63248,581,4,5208,Yes
1,45,90000,698,16,18987,No
18,29,69661,560,1,5000,Yes
31,38,90000,694,15,19811,No
41,46,82505,714,11,15142,No
27,43,90000,697,11,19948,No
15,28,85672,677,12,18999,No
36,34,80226,707,15,16757,No
17,42,75711,692,9,14455,No
1,23,66722,588,2,5000,Yes
33,26,90000,618,3,9944,Yes
14,48,90000,607,6,5871,No
4,39,87930,714,14,16411,No
5,24,77646,621,3,6061,Yes
14,26,76255,606,6,6059,Yes
27,23,61429,624,6,11836,Yes
35,25,83642,560,1,5000,Yes
40,28,67215,614,1,5275,Yes
16,23,74732,560,5,5000,Yes
9,44,88900,688,3,14108,No
9,45,82381,607,4,22291,No
15,42,90000,712,3,15019,No
7,29,73028,560,1,11021,Yes
4,37,86449,690,8,15135,No
16,22,79312,604,4,6065,Yes
7,47,90000,709,14,20881,No
35,26,79853,579,7,15582,Yes
37,27,59068,578,1,5000,Yes
20,25,61303,609,1,10606,Yes
25,47,90000,677,11,18293,No
14,39,90000,713,13,25076,No
10,30,90000,588,11,14112,No
40,25,67705,613,1,5374,Yes
31,36,90000,633,7,6604,No
41,24,48151,607,6,8024,Yes
19,21,73375,569,1,5000,Yes
17,41,90000,698,5,8570,No
31,39,89130,688,7,18251,No
1,42,90000,713,16,25975,No
31,30,38561,572,1,5000,Yes
25,42,65970,596,3,23900,No
34,29,68223,592,2,9065,Yes
9,23,70424,585,6,16302,Yes
3,37,90000,713,9,11326,No
35,27,83372,677,8,5960,No
13,41,90000,706,13,23462,No
39,23,80495,560,3,8446,Yes
27,45,90000,680,8,12067,No
27,48,90000,707,16,22092,No
23,24,70353,614,5,8085,Yes
4,45,87358,681,16,25759,No
41,39,90000,695,16,21961,No
42,36,90000,703,8,20468,No
30,21,63698,574,3,9288,Yes
13,28,79562,691,15,15966,No
12,24,74045,560,3,13466,Yes
32,28,67672,573,10,10086,Yes
37,34,60861,576,2,5000,Yes
46,24,74733,622,7,6161,Yes
17,39,90000,682,16,23856,No
42,28,64158,631,6,6955,Yes
38,38,79593,651,13,17128,No
1,24,75157,607,1,5896,Yes
16,29,61756,575,3,5000,Yes
21,25,57938,590,5,10522,Yes
29,28,90000,692,12,20458,No
37,41,90000,716,6,13665,No
31,47,90000,701,16,22568,No
17,22,70343,653,6,11755,Yes
37,30,75720,659,1,7971,No
1,29,90000,711,10,25335,No
27,46,90000,691,14,23408,No
15,39,90000,697,13,23521,No
17,44,90000,692,10,20283,No
23,27,77933,560,3,7051,Yes
45,28,75011,569,3,7914,Yes
4,47,90000,598,10,19912,No
36,22,52104,612,4,8974,Yes
9,21,81051,710,2,20821,No
38,27,86169,594,10,12014,Yes
40,25,35963,652,6,13735,Yes
27,44,85756,702,15,18388,No
29,34,90000,724,16,22482,No
17,25,51668,566,2,5000,Yes
4,42,77583,573,6,24913,No
15,48,90000,684,9,8462,No
34,31,90000,660,8,14298,No
9,39,90000,706,4,21432,No
29,43,90000,620,13,23869,No
3,21,58796,564,2,6439,Yes
5,27,55843,628,9,11876,Yes
28,36,88171,680,14,19454,No
20,41,90000,697,13,13543,No
28,26,69519,594,8,5000,Yes
10,26,71701,608,6,5000,Yes
15,23,79192,621,5,5000,Yes
16,29,75768,581,4,5000,Yes
40,45,90000,701,3,14788,No
25,39,86440,683,16,10549,No
25,34,78312,685,5,17564,No
26,41,90000,706,14,15355,No
12,21,74928,587,2,5000,Yes
8,32,73329,590,3,8504,Yes
33,26,71591,630,6,10585,Yes
36,24,75983,716,14,11883,No
32,23,65864,564,1,5000,Yes
18,28,73455,619,2,5000,Yes
26,25,90000,693,13,12858,No
2,26,66403,567,4,5000,Yes
9,34,75014,691,11,5289,No
26,33,90000,704,8,11974,No
38,42,67199,568,6,8372,No
9,40,88861,740,9,17204,No
35,35,90000,703,8,10655,No
32,23,61839,573,3,5823,Yes
11,21,84787,603,5,11213,Yes
11,39,81839,680,14,16814,No
8,36,90000,675,13,20569,No
3,36,90000,698,6,26040,No
36,41,74083,611,2,18118,No
31,33,78225,615,6,21798,Yes
14,25,86955,712,1,8395,No
27,27,60555,578,2,5000,Yes
44,32,46398,560,7,13821,Yes
30,32,57192,677,15,17742,No
1,25,68186,560,1,5000,Yes
30,41,70968,570,10,5422,No
14,23,48278,595,6,9862,Yes
11,39,90000,727,10,29000,No
40,30,68815,621,6,11075,Yes
2,48,86346,662,3,17438,No
4,44,90000,704,12,19272,No
9,29,75625,581,4,6128,Yes
27,47,90000,668,7,13651,No
14,27,65859,561,4,5000,Yes
37,39,90000,584,5,16463,No
5,41,90000,612,7,11615,No
8,27,59324,567,5,5000,Yes
10,24,43338,612,3,10826,Yes
33,43,73436,731,16,25055,No
23,26,80526,596,3,19489,Yes
8,37,90000,708,9,17889,No
1,39,90000,682,16,20514,No
7,34,80296,703,4,12640,No
34,24,57508,585,3,10830,Yes
25,48,90000,681,16,21488,No
26,26,78086,706,7,12519,No
34,23,64339,575,3,5000,Yes
29,32,78538,585,4,9443,Yes
39,25,70841,628,1,9718,Yes
33,39,79420,705,14,11635,No
33,22,63969,586,2,8483,Yes
41,22,63768,580,2,7752,Yes
35,34,90000,665,11,13116,No
5,40,86506,707,12,20920,No
10,48,90000,617,11,21357,No
34,23,64418,590,4,5000,Yes
37,44,82720,600,10,23264,No
11,46,78166,707,16,23268,No
19,33,74327,598,2,6529,Yes
38,41,83073,572,5,21305,No
13,24,65947,587,1,5000,Yes
22,22,90000,580,3,8975,Yes
15,28,86479,587,6,8497,Yes
7,27,70509,603,7,12120,Yes
38,44,90000,704,15,19371,No
11,24,90000,585,6,15652,Yes
17,21,70504,608,4,7666,Yes
44,24,54918,596,6,13153,Yes
31,44,90000,700,15,21915,No
37,29,90000,565,9,21359,No
29,23,67325,560,2,5551,Yes
38,21,74823,566,2,10512,Yes
26,36,85657,567,11,13267,No
38,23,58177,605,3,5000,Yes
33,22,34582,564,7,8414,Yes
23,29,84677,621,6,19788,Yes
33,25,50678,594,6,14720,Yes
32,37,88655,688,14,21385,No
4,36,78071,673,12,16044,No
14,21,82226,607,2,5847,Yes
16,26,71529,575,2,11261,Yes
32,33,90000,623,14,15481,No
38,23,71809,582,9,8180,Yes
33,40,90000,649,13,8563,No
45,23,51851,582,2,5180,Yes
19,43,90000,678,9,22226,No
27,36,90000,602,7,5000,No
32,34,81858,643,3,14895,No
43,22,76011,602,1,7058,Yes
44,26,57922,560,4,12516,Yes
7,41,90000,674,12,7576,No
7,33,87717,600,5,13349,No
16,26,50988,560,4,7411,Yes
1,42,90000,713,16,26685,No
11,22,72950,597,3,5000,Yes
35,36,84507,707,13,15034,No
32,23,66240,597,7,5804,Yes
19,48,90000,721,13,15633,No
2,42,90000,682,15,20928,No
33,24,63720,633,3,5000,Yes
18,43,90000,593,16,16772,No
27,21,47453,560,1,5000,Yes
7,39,90000,701,7,13994,No
39,37,67066,730,3,10926,No
15,25,39040,617,2,9355,Yes
34,22,72318,569,5,6449,Yes
5,27,62532,593,3,7284,Yes
26,39,90000,688,8,14842,No
6,28,90000,700,14,18585,No
34,24,73858,685,1,7266,No
15,24,71202,614,4,5000,Yes
14,48,90000,736,15,23600,No
28,45,56055,633,7,9173,No
1,34,90000,647,5,5754,No
43,28,77670,613,6,14775,No
30,48,79543,709,6,17938,No
20,41,90000,703,5,17052,No
40,24,90000,701,11,5329,No
33,21,46253,579,3,5000,Yes
32,30,82518,675,4,9149,No
38,34,90000,671,8,15343,No
8,47,82686,713,16,14811,No
9,28,64953,568,6,5735,Yes
18,29,55743,596,1,5000,Yes
11,40,90000,665,16,6604,No
36,30,90000,683,16,22005,No
5,40,90000,613,11,13806,No
32,38,68529,604,8,11260,No
24,24,52399,572,1,5000,Yes
31,41,90000,700,8,18624,No
9,26,60307,560,7,5000,Yes
43,35,90000,694,15,19134,No
10,30,61014,565,4,8505,Yes
8,27,88089,668,7,7417,No
24,34,90000,680,14,18331,No
17,27,55833,560,1,5176,Yes
36,21,60005,591,3,9024,Yes
32,30,64918,617,5,5000,Yes
6,23,57818,605,6,5000,Yes
38,29,75255,578,6,5000,Yes
34,38,90000,687,1,12742,No
39,21,81571,661,9,10146,No
30,48,90000,692,12,15522,No
17,23,68472,623,1,5000,Yes
37,21,65726,560,3,5000,Yes
2,48,76040,699,11,17289,No
36,30,57024,631,10,20051,No
1,45,90000,725,10,21836,No
45,26,64415,571,2,7762,Yes
23,37,90000,698,10,7947,No
30,48,83117,686,9,15002,No
8,44,90000,673,14,17473,No
13,24,65909,630,4,5000,Yes
25,30,47861,585,4,7505,Yes
1,23,78678,601,4,7084,Yes
20,47,90000,707,3,20905,No
42,23,73753,606,3,12655,Yes
33,26,45518,642,3,6120,Yes
1,41,90000,701,6,15945,No
4,41,90000,692,10,20493,No
14,26,64980,560,5,9951,Yes
20,37,90000,685,5,17922,No
33,43,85520,686,10,11007,No
34,25,52383,574,5,5000,Yes
36,43,90000,710,10,12701,No
39,48,90000,711,15,23240,No
12,21,64761,560,7,5000,Yes
31,39,80233,701,8,15801,No
26,27,59454,594,3,5000,Yes
33,21,37905,576,3,5000,Yes
3,41,90000,691,16,13372,No
12,37,90000,681,14,13111,No
30,26,58958,571,1,5000,Yes
39,28,61050,625,4,19512,Yes
25,29,81730,601,7,17493,Yes
39,21,53502,578,3,7623,Yes
4,27,65396,645,1,9506,Yes
31,28,80834,572,4,6336,Yes
9,34,90000,712,9,14126,No
31,31,66558,585,2,9958,Yes
35,32,78601,634,9,15058,No
36,33,90000,600,9,11835,No
32,24,69410,560,5,6449,Yes
6,42,90000,707,9,15231,No
18,27,90000,704,5,16014,No
34,34,86476,700,11,11485,No
43,23,50026,589,3,6883,Yes
6,35,90000,606,9,18887,No
34,39,88853,704,7,9622,No
10,21,69256,560,1,5000,Yes
28,38,88617,696,10,12000,No
16,32,68000,560,6,5424,Yes
43,30,83030,601,3,5000,Yes
7,29,81002,699,12,9064,No
28,26,90000,690,16,10643,No
22,30,90000,712,9,23943,No
5,25,77216,659,3,15913,No
37,39,89895,694,5,14724,No
36,32,87248,702,6,13161,No
20,37,71633,707,14,14518,No
17,27,79058,580,6,16059,Yes
39,21,63228,561,4,5098,Yes
13,47,90000,699,2,6097,No
11,21,85565,599,2,5315,Yes
8,21,72697,569,1,5000,Yes
30,42,86575,717,9,15183,No
34,33,90000,726,16,12294,No
11,35,90000,698,11,14822,No
34,24,72274,576,4,11378,Yes
10,37,57721,577,3,13164,Yes
9,45,90000,699,14,7600,No
41,38,90000,706,14,18399,No
8,32,90000,703,3,19293,No
21,39,76979,678,4,9749,No
26,29,78891,632,16,11237,No
11,34,90000,707,12,17856,No
13,43,90000,712,5,22732,No
30,27,62712,626,3,7073,Yes
32,28,56964,645,4,16369,Yes
21,27,56523,560,4,5000,Yes
28,30,74397,606,7,6897,Yes
9,29,62699,585,3,10047,Yes
8,27,83108,692,14,10855,No
6,31,73252,575,5,6665,Yes
7,26,78038,560,2,5000,Yes
38,40,87236,728,11,15427,No
28,48,90000,719,16,21023,No
7,40,90000,631,10,7329,No
34,44,90000,613,4,17381,No
12,38,90000,597,5,10740,No
5,43,90000,680,14,16029,No
28,26,32553,580,7,10168,Yes
33,30,84953,638,5,10450,Yes
1,48,90000,704,16,22111,No
29,27,62219,577,8,7706,Yes
30,42,90000,698,16,13600,No
27,38,68581,595,8,13054,No
6,35,90000,689,12,11509,No
8,29,80452,588,3,5000,Yes
31,28,76812,568,5,5000,Yes
11,38,90000,695,16,22348,No
18,32,66799,610,3,5855,Yes
6,36,90000,702,16,12508,No
7,45,90000,679,6,22093,No
1,44,90000,674,9,23447,No
8,31,90000,706,9,15262,No
13,44,76698,611,6,13590,No
18,45,90000,711,15,16605,No
15,41,60055,565,5,13389,Yes
6,29,86785,639,8,11358,No
2,35,90000,702,11,16973,No
15,24,68237,573,1,6147,Yes
26,44,89036,699,7,21492,No
14,36,69882,616,6,12612,Yes
32,24,64707,601,10,5023,No
28,42,90000,738,14,20902,No
38,25,58909,560,1,5000,Yes
42,44,90000,707,13,14063,No
14,46,83381,711,7,16051,No
11,36,90000,695,12,19331,No
1,35,86093,591,11,18200,No
19,32,68371,601,4,5000,Yes
29,41,90000,694,13,18953,No
14,26,53663,587,4,5000,Yes
1,32,87730,681,16,11557,No
7,35,81672,708,12,11423,No
34,33,90000,694,8,20474,No
31,22,57953,605,2,5000,Yes
4,46,90000,700,15,23763,No
24,21,82142,563,1,6634,Yes
20,28,73106,560,3,12399,Yes
22,41,90000,575,10,11199,No
7,28,57311,593,3,11878,Yes
38,32,79265,689,10,6063,No
11,28,75530,637,15,9139,Yes
12,34,88884,696,5,9812,No
29,36,90000,680,5,16539,No
30,22,47742,560,1,5000,Yes
27,31,90000,697,6,13240,No
26,46,90000,607,12,12627,No
30,30,32154,560,3,5000,Yes
10,22,63321,569,3,5000,Yes
41,24,50269,607,2,7768,Yes
36,27,70657,560,7,18802,Yes
37,27,65859,560,3,5000,Yes
9,24,65070,666,4,5000,Yes
33,23,75291,581,3,5000,Yes
2,21,90000,577,6,10634,Yes
33,21,56013,648,5,10132,Yes
21,23,59919,580,5,5000,Yes
9,24,86152,611,9,15875,No
33,24,90000,570,9,18148,No
1,48,90000,664,12,28352,No
29,45,90000,698,2,5498,No
22,28,41534,607,6,8793,Yes
7,28,80228,703,8,16853,No
38,21,56623,579,3,5000,Yes
34,41,90000,705,14,19349,No
17,22,67227,566,4,6808,Yes
41,41,90000,720,10,25351,No
31,28,47732,560,1,5000,Yes
43,30,83975,616,2,5777,Yes
39,35,70635,621,5,5465,Yes
24,32,90000,704,7,26996,No
21,25,65983,581,4,5000,Yes
24,43,90000,727,15,17089,No
11,21,73274,598,4,9137,Yes
44,34,75195,560,6,5000,Yes
25,39,90000,704,10,14735,No
16,37,80312,652,6,16197,No
41,22,66969,560,2,6708,Yes
14,28,86022,568,8,5000,Yes
8,40,85431,698,10,11096,No
18,28,66837,560,1,11434,Yes
17,25,46825,560,4,8104,Yes
27,26,58973,594,5,18066,Yes
29,36,90000,713,14,23199,No
42,21,55244,609,1,13861,No
16,33,62027,576,3,18499,Yes
29,42,65931,594,14,8305,No
36,31,90000,709,14,18956,No
29,43,90000,696,14,29000,No
30,30,54339,606,5,16806,Yes
9,21,83551,634,7,7647,Yes
41,37,90000,598,10,12129,No
34,38,90000,683,15,12750,No
25,43,90000,592,16,17042,No
24,31,83436,705,3,11392,No
36,30,90000,704,16,16360,No
13,24,89451,592,5,7165,Yes
29,29,51929,599,1,9189,Yes
15,30,62512,683,8,8022,No
46,23,61544,589,5,7067,Yes
37,26,52063,598,4,9529,Yes
30,46,90000,708,13,29000,No
12,29,89171,634,3,5679,No
27,28,84968,602,3,14939,Yes
9,33,80939,637,5,20946,No
29,25,53313,593,3,7268,Yes
1,30,90000,681,13,11625,No
17,23,71737,595,2,6789,Yes
16,31,49279,601,5,17137,Yes
19,27,65852,567,2,5000,Yes
24,36,90000,684,15,15302,No
28,45,90000,669,13,9611,No
8,30,90000,691,4,15963,No
44,41,90000,703,10,25953,No
35,37,90000,626,15,22875,No
28,27,85204,617,4,5000,Yes
8,27,73080,600,3,6515,Yes
16,42,90000,632,9,15070,No
30,44,90000,714,13,21760,No
13,40,90000,688,16,13565,No
22,45,90000,720,13,19127,No
25,41,90000,678,6,24997,No
24,26,60793,569,4,10037,Yes
40,28,78032,605,3,12121,Yes
21,25,60381,571,3,5290,Yes
35,31,88637,717,6,12206,No
35,31,73538,560,4,6420,Yes
2,39,90000,687,2,14565,No
38,23,61285,625,3,11383,Yes
35,27,69562,617,2,8187,Yes
9,30,62095,599,6,11473,Yes
7,40,90000,656,5,5978,No
32,33,51874,571,8,10344,Yes
10,45,82045,697,14,24432,No
21,25,47192,577,4,5000,Yes
6,28,87646,631,7,9794,Yes
5,25,82980,560,2,11447,No
13,34,90000,640,11,6346,No
2,29,83438,625,9,10688,No
21,26,41868,562,4,5000,Yes
27,29,90000,629,2,9203,No
28,38,86193,692,12,11157,No
15,44,90000,684,6,21361,No
39,22,67355,610,3,5000,Yes
22,48,90000,685,9,22284,No
29,23,75427,608,3,11799,Yes
33,28,54622,562,1,5000,Yes
19,34,90000,699,16,19533,No
6,40,90000,685,16,19732,No
10,27,74723,633,3,15422,Yes
33,33,71953,571,6,5202,Yes
11,42,90000,642,10,17703,No
38,27,90000,579,1,7066,Yes
17,21,59681,597,2,5000,Yes
37,26,48761,612,2,5000,Yes
28,24,80590,576,5,8572,Yes
32,44,90000,684,13,15421,No
1,44,86171,723,5,16845,No
30,36,90000,700,16,19069,No
3,23,68484,595,6,5000,Yes
41,43,85030,677,12,12112,No
7,35,45973,616,5,5000,Yes
32,29,88812,672,10,13817,No
6,29,61787,566,2,10323,Yes
30,27,90000,687,15,18588,No
31,41,90000,733,12,25263,No
34,35,90000,703,12,12958,No
8,48,90000,687,13,19142,No
26,48,90000,722,16,20922,No
12,26,67834,607,6,10687,Yes
22,26,80346,583,3,5000,Yes
32,27,67713,577,4,7589,Yes
31,26,68955,573,1,5000,Yes
37,26,77897,587,4,8807,Yes
5,27,88780,709,5,17254,No
44,38,89359,675,14,17607,No
1,47,90000,710,11,18943,No
16,26,55890,572,3,7027,Yes
8,30,82109,560,2,10617,Yes
36,25,56273,592,3,5000,Yes
27,28,59103,578,5,14796,Yes
8,27,66914,625,1,9489,Yes
11,28,53209,583,4,14159,Yes
39,21,79193,602,7,7925,Yes
28,30,72369,588,4,5000,Yes
37,36,85946,696,10,8269,No
26,25,72507,615,3,9487,Yes
37,26,82715,590,10,8107,Yes
35,46,81151,617,8,9861,No
24,31,90000,698,14,20359,No
44,31,82280,693,6,10434,No
30,45,90000,716,8,15613,No
20,33,68423,567,1,5000,Yes
32,44,88766,708,16,19367,No
3,34,90000,686,8,18225,No
18,31,72599,612,5,5000,Yes
17,25,67020,597,3,5000,Yes
10,27,41471,560,1,7073,Yes
6,24,72260,581,2,5000,Yes
37,26,78531,615,8,5901,Yes
35,30,58951,617,4,15839,Yes
36,27,64948,603,4,16192,Yes
23,28,73508,620,3,5443,Yes
1,42,90000,714,12,15837,No
8,43,90000,610,1,5167,No
31,26,37809,560,3,5952,Yes
9,32,52079,560,1,5000,Yes
26,25,45832,591,5,11496,Yes
13,23,37631,560,5,5000,Yes
14,46,90000,687,11,11739,No
33,36,83104,608,9,11749,No
19,43,90000,725,7,13055,No
8,46,90000,695,13,20041,No
42,31,67017,600,4,5000,Yes
31,25,67054,596,1,5000,Yes
36,25,82703,603,5,7461,Yes
44,29,90000,603,14,5000,No
8,40,71253,570,2,14779,No
24,23,76222,560,3,5000,Yes
7,42,90000,693,3,14937,No
38,40,88929,716,5,17960,No
31,23,67924,613,6,9155,Yes
44,26,74160,574,1,8004,Yes
18,28,71190,569,6,16223,Yes
1,30,90000,701,4,17448,No
5,25,73173,572,2,5000,Yes
23,36,44542,721,16,17685,No
5,41,78137,704,5,17915,No
14,30,52031,562,5,8631,Yes
6,47,90000,716,8,16001,No
5,29,67707,560,4,5000,Yes
2,33,89567,676,6,17399,No
27,27,78871,602,3,7419,Yes
29,21,56239,601,7,11189,Yes
9,27,50113,565,1,5000,Yes
12,30,61179,624,3,5000,Yes
8,33,85669,693,8,20328,No
33,22,34614,560,2,11174,Yes
31,30,90000,644,5,9839,No
23,48,85256,722,7,15242,No
17,35,90000,708,7,15151,No
28,48,90000,693,1,8569,No
27,35,90000,685,9,13796,No
36,29,60528,653,3,5000,Yes
24,32,90000,638,12,15453,Yes
24,44,87349,632,5,11952,No
35,25,77168,585,3,5000,Yes
17,25,75941,589,2,5000,Yes
15,26,90000,718,8,12612,No
10,26,86719,643,11,6771,Yes
41,32,90000,694,11,7079,No
1,46,90000,683,8,23291,No
19,24,69909,599,5,5000,Yes
19,27,58096,566,5,5329,Yes
36,23,61226,560,2,5000,Yes
39,45,71773,633,5,15528,No
1,25,61037,578,1,5000,Yes
33,42,90000,725,7,12202,No
6,28,79593,687,3,11721,No
40,26,55973,562,3,5000,Yes
28,39,90000,712,9,8750,No
2,45,90000,701,9,19288,No
33,25,84465,576,3,5000,Yes
34,40,66154,627,7,11678,Yes
17,24,64577,567,2,9329,Yes
1,48,90000,720,13,22977,No
3,48,83624,704,15,18849,No
3,25,71053,591,3,6124,Yes
38,29,57945,640,6,5000,Yes
15,26,62223,600,9,5000,Yes
28,27,90000,604,7,5000,Yes
37,27,67922,574,4,5000,Yes
29,43,82825,689,6,19881,No
20,39,80954,720,12,9543,No
2,48,90000,644,16,18008,No
1,37,90000,588,2,9184,No
34,42,90000,691,9,10478,No
45,26,64365,607,2,6276,Yes
1,38,90000,723,8,19756,No
9,24,43428,597,3,6537,Yes
9,33,90000,615,8,8664,No
18,43,90000,561,10,10069,No
37,36,90000,719,11,6125,No
33,41,76646,616,16,16501,No
27,35,75501,608,5,17327,No
12,22,82552,633,7,5829,No
14,48,90000,712,4,21544,No
13,46,84258,580,9,15358,No
32,38,90000,696,11,19827,No
39,29,53799,595,4,8347,Yes
37,37,90000,686,16,17267,No
3,34,90000,705,13,19144,No
33,21,70591,560,5,5000,Yes
12,26,73307,560,5,6947,Yes
15,27,55234,573,2,12429,Yes
32,47,90000,697,14,25334,No
35,24,76227,631,5,8828,Yes
16,41,90000,723,9,11999,No
44,32,71396,657,4,5000,Yes
33,34,90000,624,15,20207,No
11,21,59643,625,5,13002,Yes
32,21,41869,569,2,5000,Yes
1,36,90000,581,10,16850,No
31,22,51265,596,6,13215,Yes
3,22,65059,560,3,10370,Yes
11,30,90000,682,15,26063,No
33,35,63794,598,9,17412,No
14,46,77032,698,13,10642,No
29,21,57796,560,2,5000,Yes
30,25,75094,621,3,5983,Yes
33,46,84187,704,9,19237,No
38,24,66179,608,2,5000,Yes
11,48,90000,708,16,9837,No
31,48,90000,622,11,22128,No
2,23,44149,563,1,7512,Yes
21,42,89841,696,10,11581,No
1,41,90000,683,14,14591,No
2,44,90000,682,10,18305,No
14,24,47720,574,2,5601,Yes
1,36,90000,690,13,20522,No
29,35,74485,713,10,15804,No
1,48,90000,699,14,20105,No
35,34,77112,611,9,12008,No
28,27,53627,560,1,5000,Yes
30,25,61243,589,3,5000,Yes
6,37,90000,668,10,15368,No
34,25,90000,596,4,9881,Yes
32,27,61149,575,3,10055,Yes
33,25,69983,584,4,5000,Yes
30,31,90000,633,4,15168,No
19,25,77177,582,2,9125,Yes
16,29,90000,661,15,17386,No
10,25,67420,571,5,5745,Yes
38,37,90000,688,4,13843,No
15,47,89365,688,12,16976,No
7,21,62185,560,4,9228,Yes
8,48,90000,674,12,25532,No
10,36,77547,587,2,5000,Yes
37,31,77594,560,1,5979,Yes
28,43,90000,611,4,24682,No
33,27,59726,563,1,5000,Yes
7,29,78685,703,1,12426,No
29,44,90000,632,10,24652,No
46,25,67882,581,4,5000,Yes
11,41,90000,684,16,22164,No
21,45,90000,684,16,23029,No
28,22,41429,576,2,5678,Yes
29,25,67791,585,1,6882,Yes
38,24,56170,650,5,8774,Yes
34,43,74097,634,16,15813,No
42,29,70401,606,3,5000,Yes
15,25,43908,560,1,5000,Yes
22,32,85384,702,9,17990,No
11,38,90000,712,14,17782,No
41,21,44543,566,4,10743,Yes
42,26,63383,560,1,5000,Yes
26,21,70327,597,5,5000,Yes
30,42,90000,712,9,14438,No
34,22,63852,581,7,5000,Yes
2,33,90000,724,4,20536,No
29,41,67549,701,9,14874,No
32,43,90000,708,16,20614,No
9,35,90000,610,13,14450,No
7,24,49128,667,6,9805,Yes
12,26,63005,598,7,15525,Yes
5,27,85463,591,3,11509,No
26,39,90000,709,4,15734,No
42,42,77918,698,13,15872,No
36,24,62397,560,4,5000,Yes
34,33,43059,623,2,11989,Yes
5,35,74845,593,4,5000,Yes
25,30,89850,636,4,17136,No
11,43,90000,703,16,15235,No
3,46,88616,698,14,20892,No
35,37,73495,621,2,16643,No
30,37,85373,711,8,17770,No
39,22,62854,641,2,11177,Yes
32,43,90000,686,10,19494,No
35,37,73375,618,7,14168,No
30,40,83304,697,8,18499,No
16,35,90000,700,8,17224,No
9,31,89949,690,16,29000,No
2,27,71356,597,3,10374,Yes
7,31,49014,586,2,5000,Yes
38,29,72466,577,2,5551,Yes
26,41,90000,720,12,14870,No
29,26,56849,609,5,7635,Yes
21,25,56531,578,5,5000,Yes
1,46,85473,706,10,15158,No
15,22,38951,560,5,5000,Yes
2,48,90000,691,10,19197,No
20,27,88699,692,11,10975,No
15,22,56381,614,6,6761,Yes
7,29,64100,621,4,6762,Yes
1,38,89322,727,11,24013,No
33,26,74761,583,4,5000,Yes
11,31,83993,600,3,6990,Yes
4,39,90000,682,13,18922,No
10,42,90000,717,12,9855,No
32,24,34931,589,3,5601,Yes
22,27,90000,591,3,6917,Yes
35,48,90000,692,16,20502,No
30,48,90000,708,14,20187,No
18,34,90000,588,6,12428,No
8,48,87246,654,16,16341,No
17,24,53322,603,2,5000,Yes
26,29,90000,682,6,19221,No
25,21,88185,571,3,5000,Yes
37,38,65119,623,5,14934,No
17,26,68902,601,1,10224,Yes
35,24,81706,593,6,5000,Yes
1,46,90000,699,16,26694,No
40,37,90000,720,16,20845,No
8,42,90000,700,16,13207,No
38,37,87513,609,11,13758,No
39,21,48129,605,4,5000,Yes
42,24,84743,594,4,5000,Yes
21,40,76524,708,11,23817,No
32,30,90000,693,8,17534,No
33,25,68748,596,4,5000,Yes
2,34,90000,698,10,20130,No
13,25,89868,685,2,8254,No
30,33,84414,631,6,12147,No
16,29,85867,593,4,9157,Yes
39,43,86387,713,9,11931,No
30,44,84277,704,10,20699,No
3,42,73760,705,16,21237,No
11,37,90000,705,13,19021,No
34,26,68615,611,6,10582,Yes
34,32,90000,702,15,12764,No
39,21,52275,583,3,5566,Yes
37,29,82093,713,11,15113,No
15,26,67482,580,1,5000,Yes
37,35,84873,690,11,18838,No
3,32,90000,714,13,14021,No
37,21,43849,560,3,5000,Yes
1,32,83194,688,8,24884,No
10,28,90000,635,10,15678,No
13,48,90000,697,8,19753,No
28,45,90000,705,6,21333,No
32,33,66066,578,6,6874,Yes
32,24,65601,590,9,13220,No
39,34,54904,701,8,11710,No
26,43,90000,691,8,18602,No
14,45,87636,715,11,23160,No
26,38,90000,710,14,10856,No
33,35,79961,594,10,7011,No
21,27,89057,567,5,5000,Yes
36,29,69918,616,1,6154,Yes
34,24,46553,593,2,10592,Yes
40,42,88401,686,4,28904,No
27,33,90000,693,8,17669,No
12,21,61555,635,4,12244,Yes
16,22,72261,594,4,11761,Yes
16,33,87054,696,7,16471,No
38,48,90000,693,16,29000,No
39,39,88000,686,15,16684,No
23,33,86285,664,4,23412,No
10,28,52990,643,3,6036,Yes
26,37,90000,696,13,5339,No
2,26,90000,609,16,17295,No
21,22,84894,560,6,5000,Yes
14,37,83834,704,13,16005,No
6,44,90000,717,14,21477,No
7,24,53542,580,2,5109,Yes
7,29,86352,588,7,17220,No
33,24,59967,586,3,16107,Yes
40,31,90000,611,15,14927,No
46,27,79090,565,3,5000,Yes
4,46,72618,720,10,24838,No
2,33,90000,723,15,24554,No
35,23,60427,594,1,10338,Yes
37,25,70099,642,2,6801,Yes
37,25,76735,687,7,5703,No
42,26,66088,638,4,5000,Yes
40,25,81021,570,1,5000,Yes
29,35,88550,687,3,10615,No
1,42,90000,710,11,16803,No
12,27,66173,560,3,9978,Yes
36,24,58232,599,6,6642,Yes
10,40,87577,627,11,9155,No
10,30,87697,697,16,16208,No
33,28,85950,584,8,13089,Yes
25,29,77717,608,3,5000,Yes
24,31,90000,707,13,23732,No
13,35,78744,601,3,13522,No
35,22,49653,660,5,6645,Yes
